design_id,target,pae_interaction,iptm,plddt_binder,pass
tfr1_l51_s694877_mpnn15,6WRV_positive,30.529117340206817,0.15,61.26352941176471,False
tfr1_l51_s694877_mpnn18,6WRV_positive,30.63983644788119,0.15,57.39098039215686,False
tfr1_l51_s694877_mpnn1,6WRV_positive,30.837428273343765,0.15,60.54686274509804,False
tfr1_l51_s694877_mpnn3,6WRV_positive,30.36360021786492,0.16,59.80588235294118,False
tfr1_l51_s694877_mpnn7,6WRV_positive,30.77398447328853,0.15,60.67235294117647,False
tfr1_l52_s198519_mpnn10,6WRV_positive,30.225976360298546,0.16,29.512692307692305,False
tfr1_l52_s198519_mpnn11,6WRV_positive,30.283464021307328,0.16,26.991153846153846,False
tfr1_l52_s198519_mpnn12,6WRV_positive,30.217790267244492,0.16,28.173653846153847,False
tfr1_l52_s198519_mpnn13,6WRV_positive,30.857205895630194,0.15,31.955000000000002,False
tfr1_l52_s198519_mpnn16,6WRV_positive,30.189702434693636,0.16,28.76865384615385,False
tfr1_l52_s198519_mpnn19,6WRV_positive,30.42486141206212,0.16,30.455192307692315,False
tfr1_l52_s198519_mpnn20,6WRV_positive,30.1075756891778,0.16,34.1351923076923,False
tfr1_l52_s357713_mpnn19,6WRV_positive,30.705167780185388,0.14,49.96653846153846,False
tfr1_l52_s357713_mpnn4,6WRV_positive,30.220847252317323,0.16,34.44076923076923,False
tfr1_l52_s536609_mpnn1,6WRV_positive,30.786575027085593,0.15,66.99692307692308,False
tfr1_l52_s536609_mpnn2,6WRV_positive,30.829688289996387,0.14,66.23884615384615,False
tfr1_l52_s536609_mpnn3,6WRV_positive,30.786973335740942,0.14,64.64538461538461,False
tfr1_l52_s536609_mpnn8,6WRV_positive,30.593602383531962,0.15,38.90942307692308,False
tfr1_l52_s873802_mpnn12,6WRV_positive,30.75605836944746,0.15,63.0798076923077,False
tfr1_l52_s873802_mpnn9,6WRV_positive,30.26305359937402,0.16,31.65596153846154,False
tfr1_l53_s728228_mpnn2,6WRV_positive,30.201408376886057,0.16,49.497169811320745,False
tfr1_l53_s728228_mpnn3,6WRV_positive,30.671697891753034,0.15,52.72830188679246,False
tfr1_l53_s728228_mpnn4,6WRV_positive,30.755822334425847,0.15,52.503207547169815,False
tfr1_l53_s938332_mpnn1,6WRV_positive,30.86848842531078,0.15,65.08094339622642,False
tfr1_l55_s790280_mpnn16,6WRV_positive,29.659849551856595,0.17,31.35127272727273,False
tfr1_l55_s790280_mpnn3,6WRV_positive,29.789184663536776,0.17,32.30890909090909,False
tfr1_l55_s790280_mpnn4,6WRV_positive,29.73242410015649,0.17,32.157636363636364,False
tfr1_l55_s790280_mpnn6,6WRV_positive,29.150580523545308,0.18,33.42454545454546,False
tfr1_l57_s157713_mpnn3,6WRV_positive,29.83622072591495,0.17,29.286842105263155,False
tfr1_l57_s204038_mpnn10,6WRV_positive,29.520759204348902,0.18,28.821578947368423,False
tfr1_l57_s204038_mpnn12,6WRV_positive,29.97364131180848,0.17,29.34719298245614,False
tfr1_l57_s204038_mpnn1,6WRV_positive,29.75148155011944,0.17,29.89245614035088,False
tfr1_l57_s204038_mpnn2,6WRV_positive,29.667780866485458,0.19,32.53052631578947,False
tfr1_l57_s204038_mpnn7,6WRV_positive,29.916633377261622,0.17,27.734561403508774,False
tfr1_l57_s204038_mpnn9,6WRV_positive,29.65776604068857,0.17,31.18859649122807,False
tfr1_l57_s822306_mpnn12,6WRV_positive,29.957110067814295,0.17,28.450701754385967,False
tfr1_l57_s822306_mpnn19,6WRV_positive,29.914613362435833,0.18,29.03350877192982,False
tfr1_l57_s822306_mpnn6,6WRV_positive,30.010572234577047,0.17,26.970175438596495,False
tfr1_l57_s947783_mpnn4,6WRV_positive,29.493635546220794,0.18,29.59631578947369,False
tfr1_l57_s947783_mpnn5,6WRV_positive,29.794518092963237,0.17,28.90438596491228,False
tfr1_l57_s947783_mpnn7,6WRV_positive,29.283749622491275,0.18,37.927719298245606,False
tfr1_l57_s947783_mpnn8,6WRV_positive,29.32744961974577,0.18,33.76508771929825,False
tfr1_l57_s947783_mpnn9,6WRV_positive,29.80235050654806,0.17,32.409824561403504,False
tfr1_l58_s722105_mpnn17,6WRV_positive,29.84442387081107,0.16,27.969137931034485,False
tfr1_l58_s722105_mpnn4,6WRV_positive,30.962843411040954,0.15,47.78655172413793,False
tfr1_l58_s884405_mpnn11,6WRV_positive,29.784247679563965,0.17,24.82793103448276,False
tfr1_l58_s884405_mpnn15,6WRV_positive,29.78939891263289,0.16,25.08293103448276,False
tfr1_l58_s884405_mpnn5,6WRV_positive,29.815274000323775,0.18,25.66551724137931,False
tfr1_l58_s884405_mpnn6,6WRV_positive,29.627769885597107,0.17,26.550172413793106,False
tfr1_l58_s928031_mpnn10,6WRV_positive,29.91696151044196,0.17,29.42120689655173,False
tfr1_l58_s928031_mpnn13,6WRV_positive,29.610964667314224,0.18,28.71689655172414,False
tfr1_l58_s928031_mpnn7,6WRV_positive,30.245639738816042,0.16,41.252758620689654,False
tfr1_l59_s156876_mpnn11,6WRV_positive,29.820667621548505,0.17,43.49983050847458,False
tfr1_l59_s156876_mpnn14,6WRV_positive,29.536315150791754,0.18,36.94983050847457,False
tfr1_l59_s156876_mpnn16,6WRV_positive,30.374180923582927,0.16,53.39203389830508,False
tfr1_l59_s156876_mpnn19,6WRV_positive,29.94674206254476,0.17,40.275762711864395,False
tfr1_l59_s156876_mpnn1,6WRV_positive,29.866041484310763,0.17,48.93949152542372,False
tfr1_l59_s156876_mpnn3,6WRV_positive,30.123286583910236,0.16,35.36915254237288,False
tfr1_l59_s156876_mpnn4,6WRV_positive,29.703381143736237,0.17,39.88389830508474,False
tfr1_l59_s156876_mpnn5,6WRV_positive,29.52555800907138,0.18,46.767627118644064,False
tfr1_l59_s156876_mpnn6,6WRV_positive,29.48889266862948,0.18,45.91033898305085,False
tfr1_l59_s156876_mpnn8,6WRV_positive,30.074479920957,0.16,49.69898305084746,False
tfr1_l59_s156876_mpnn9,6WRV_positive,29.471346582318773,0.18,38.96186440677966,False
tfr1_l59_s344619_mpnn11,6WRV_positive,29.97512466512824,0.17,24.855254237288136,False
tfr1_l59_s344619_mpnn13,6WRV_positive,12.563713097795814,0.76,34.13508474576271,False
tfr1_l59_s344619_mpnn14,6WRV_positive,29.960271610832603,0.16,23.903898305084745,False
tfr1_l59_s344619_mpnn19,6WRV_positive,29.911915002254585,0.16,25.193220338983053,False
tfr1_l59_s344619_mpnn1,6WRV_positive,29.815344486883635,0.17,27.484576271186448,False
tfr1_l59_s344619_mpnn3,6WRV_positive,29.915245882072096,0.16,27.36627118644068,False
tfr1_l59_s344619_mpnn4,6WRV_positive,29.892367974324294,0.17,25.16762711864407,False
tfr1_l59_s344619_mpnn5,6WRV_positive,30.079275350786453,0.17,23.816610169491522,False
tfr1_l59_s344619_mpnn6,6WRV_positive,29.94966327153126,0.17,26.962542372881355,False
tfr1_l59_s344619_mpnn7,6WRV_positive,30.120229237951254,0.17,23.26847457627119,False
tfr1_l59_s344619_mpnn8,6WRV_positive,29.925599320972918,0.16,24.16915254237288,False
tfr1_l59_s344619_mpnn9,6WRV_positive,30.018439630248537,0.16,23.78796610169492,False
tfr1_l59_s484420_mpnn14,6WRV_positive,29.849806769051217,0.17,26.29864406779661,False
tfr1_l59_s484420_mpnn5,6WRV_positive,30.024688005623204,0.16,27.44237288135593,False
tfr1_l59_s519865_mpnn1,6WRV_positive,30.205729556245192,0.16,29.62254237288136,False
tfr1_l59_s519865_mpnn4,6WRV_positive,30.106550820933137,0.16,26.168983050847455,False
tfr1_l59_s549085_mpnn1,6WRV_positive,30.074868372191712,0.16,30.07186440677966,False
tfr1_l59_s549085_mpnn5,6WRV_positive,30.07296192408689,0.16,31.536610169491528,False
tfr1_l59_s917497_mpnn12,6WRV_positive,29.538919789926002,0.17,35.54440677966102,False
tfr1_l59_s917497_mpnn2,6WRV_positive,29.76106356595315,0.17,33.12847457627119,False
tfr1_l59_s917497_mpnn4,6WRV_positive,30.117212275536463,0.16,39.73169491525424,False
tfr1_l59_s917497_mpnn5,6WRV_positive,29.816692726983366,0.16,30.886101694915254,False
tfr1_l59_s917497_mpnn6,6WRV_positive,29.75622941036047,0.17,29.75779661016949,False
tfr1_l59_s917497_mpnn7,6WRV_positive,29.90901965465107,0.17,34.057627118644064,False
tfr1_l59_s917497_mpnn8,6WRV_positive,29.772537399538475,0.16,26.889152542372877,False
tfr1_l59_s917497_mpnn9,6WRV_positive,29.871353743932527,0.17,28.265254237288133,False
tfr1_l60_s302149_mpnn11,6WRV_positive,30.93948480699009,0.15,45.81866666666666,False
tfr1_l60_s302149_mpnn13,6WRV_positive,30.77880731611894,0.15,57.22233333333334,False
tfr1_l60_s302149_mpnn15,6WRV_positive,30.808094222743875,0.15,55.764833333333335,False
tfr1_l60_s302149_mpnn17,6WRV_positive,30.6904882629108,0.15,59.19366666666666,False
tfr1_l60_s302149_mpnn18,6WRV_positive,30.644296231090255,0.15,59.022333333333336,False
tfr1_l60_s302149_mpnn4,6WRV_positive,30.60100678142932,0.15,50.2085,False
tfr1_l60_s302149_mpnn9,6WRV_positive,30.825867696922277,0.15,55.293833333333325,False
tfr1_l60_s766452_mpnn12,6WRV_positive,30.786496674491392,0.15,60.57883333333334,False
tfr1_l60_s766452_mpnn15,6WRV_positive,30.707722939488775,0.15,60.44883333333333,False
tfr1_l61_s144539_mpnn16,6WRV_positive,23.00798327304446,0.44,23.663770491803277,False
tfr1_l61_s144539_mpnn2,6WRV_positive,29.208945842633206,0.18,42.1344262295082,False
tfr1_l61_s144539_mpnn5,6WRV_positive,29.75080639575156,0.17,36.08819672131147,False
tfr1_l62_s195947_mpnn14,6WRV_positive,30.61399092584179,0.15,70.8433870967742,False
tfr1_l62_s621895_mpnn10,6WRV_positive,30.682345272350947,0.15,67.06193548387097,False
tfr1_l62_s621895_mpnn11,6WRV_positive,30.620649515371795,0.15,58.93225806451613,False
tfr1_l62_s621895_mpnn12,6WRV_positive,30.622633651370588,0.15,57.83467741935484,False
tfr1_l62_s621895_mpnn13,6WRV_positive,30.682785854914442,0.15,53.201612903225815,False
tfr1_l62_s621895_mpnn14,6WRV_positive,30.67099878842951,0.15,56.6725806451613,False
tfr1_l62_s621895_mpnn16,6WRV_positive,30.67061607097784,0.15,56.11161290322581,False
tfr1_l62_s621895_mpnn17,6WRV_positive,30.627593013276798,0.15,56.47725806451612,False
tfr1_l62_s621895_mpnn18,6WRV_positive,30.605740130748654,0.15,61.839677419354835,False
tfr1_l62_s621895_mpnn19,6WRV_positive,30.797271505376344,0.15,69.75274193548388,False
tfr1_l62_s621895_mpnn20,6WRV_positive,30.629684108233636,0.15,55.75758064516129,False
tfr1_l62_s621895_mpnn2,6WRV_positive,30.68225825382402,0.15,49.66951612903225,False
tfr1_l62_s621895_mpnn3,6WRV_positive,30.594809745570192,0.15,49.167741935483875,False
tfr1_l62_s621895_mpnn5,6WRV_positive,30.676193018325005,0.15,57.73806451612902,False
tfr1_l62_s621895_mpnn6,6WRV_positive,30.59115118128123,0.15,56.18080645161291,False
tfr1_l62_s621895_mpnn7,6WRV_positive,30.68196066182039,0.15,53.77064516129033,False
tfr1_l62_s743484_mpnn11,6WRV_positive,30.400476803473172,0.16,66.88016129032259,False
tfr1_l62_s743484_mpnn12,6WRV_positive,30.49134225604524,0.15,67.79306451612904,False
tfr1_l62_s743484_mpnn13,6WRV_positive,30.416600472007673,0.16,68.25096774193547,False
tfr1_l62_s743484_mpnn14,6WRV_positive,30.443368355293046,0.16,68.71145161290323,False
tfr1_l62_s743484_mpnn15,6WRV_positive,30.46529317481952,0.16,67.8974193548387,False
tfr1_l62_s743484_mpnn17,6WRV_positive,30.45872027866121,0.16,66.58741935483872,False
tfr1_l62_s743484_mpnn18,6WRV_positive,30.472130660305922,0.15,68.39387096774195,False
tfr1_l62_s743484_mpnn19,6WRV_positive,30.42473137210359,0.16,66.6332258064516,False
tfr1_l62_s743484_mpnn20,6WRV_positive,30.484004051188858,0.15,66.9158064516129,False
tfr1_l62_s743484_mpnn2,6WRV_positive,30.440516999848555,0.16,68.01451612903227,False
tfr1_l62_s743484_mpnn3,6WRV_positive,30.463406153768496,0.16,67.75290322580646,False
tfr1_l62_s743484_mpnn4,6WRV_positive,30.522672459488113,0.15,66.48870967741935,False
tfr1_l62_s743484_mpnn5,6WRV_positive,30.429825331919837,0.16,67.73016129032257,False
tfr1_l62_s743484_mpnn6,6WRV_positive,30.429673443889147,0.16,67.52209677419354,False
tfr1_l62_s743484_mpnn7,6WRV_positive,30.45627423140996,0.16,66.45322580645161,False
tfr1_l62_s743484_mpnn8,6WRV_positive,30.505199656721686,0.15,67.67145161290323,False
tfr1_l63_s626453_mpnn11,6WRV_positive,30.837676553146036,0.14,58.217301587301606,False
tfr1_l63_s626453_mpnn12,6WRV_positive,30.845136808505355,0.14,59.55603174603174,False
tfr1_l63_s626453_mpnn13,6WRV_positive,30.74099243609808,0.15,58.173333333333325,False
tfr1_l63_s626453_mpnn15,6WRV_positive,30.85541800183819,0.15,59.19714285714286,False
tfr1_l63_s626453_mpnn16,6WRV_positive,30.814165486747644,0.15,55.76936507936508,False
tfr1_l63_s626453_mpnn17,6WRV_positive,30.83095107683136,0.15,56.82539682539682,False
tfr1_l63_s626453_mpnn18,6WRV_positive,30.88049264724148,0.15,56.603174603174594,False
tfr1_l63_s626453_mpnn19,6WRV_positive,30.82857086966242,0.14,59.47952380952382,False
tfr1_l63_s626453_mpnn20,6WRV_positive,30.839108043321655,0.14,58.611111111111114,False
tfr1_l63_s626453_mpnn2,6WRV_positive,30.808774002036905,0.15,57.45968253968255,False
tfr1_l63_s626453_mpnn8,6WRV_positive,30.8214711106143,0.14,58.00952380952382,False
tfr1_l64_s379672_mpnn1,6WRV_positive,30.233671508215966,0.16,25.58625,False
tfr1_l64_s426943_mpnn17,6WRV_positive,29.911936314064942,0.16,36.91734375,False
tfr1_l64_s641479_mpnn10,6WRV_positive,29.883493251173704,0.17,51.610625000000006,False
tfr1_l64_s641479_mpnn12,6WRV_positive,29.656712209018004,0.17,31.021250000000002,False
tfr1_l64_s641479_mpnn14,6WRV_positive,29.453743275625982,0.17,35.82187499999999,False
tfr1_l64_s641479_mpnn15,6WRV_positive,29.517152777777785,0.18,61.25390625,False
tfr1_l64_s641479_mpnn16,6WRV_positive,29.205208577856023,0.18,43.2078125,False
tfr1_l64_s641479_mpnn17,6WRV_positive,29.213586658841937,0.18,42.372656250000006,False
tfr1_l64_s641479_mpnn18,6WRV_positive,29.824720755086073,0.17,63.7134375,False
tfr1_l64_s641479_mpnn20,6WRV_positive,29.705103494229267,0.18,33.18671875,False
tfr1_l64_s641479_mpnn2,6WRV_positive,29.727772214886546,0.17,57.3478125,False
tfr1_l64_s641479_mpnn3,6WRV_positive,30.17674399696792,0.16,61.679218750000004,False
tfr1_l64_s641479_mpnn5,6WRV_positive,30.0696272251565,0.17,39.505624999999995,False
tfr1_l64_s641479_mpnn6,6WRV_positive,29.372956340473397,0.18,46.41140625,False
tfr1_l64_s641479_mpnn7,6WRV_positive,29.63398406934664,0.17,41.27265625,False
tfr1_l64_s641479_mpnn9,6WRV_positive,29.327747029049288,0.18,38.1003125,False
tfr1_l65_s239163_mpnn2,6WRV_positive,29.900088660166126,0.17,32.15861538461538,False
tfr1_l65_s239163_mpnn3,6WRV_positive,30.208660166124954,0.16,36.13907692307692,False
tfr1_l65_s239163_mpnn7,6WRV_positive,30.732071084627428,0.15,50.69892307692307,False
tfr1_l65_s392335_mpnn14,6WRV_positive,29.52607975201637,0.17,28.70046153846154,False
tfr1_l65_s392335_mpnn2,6WRV_positive,30.312245636210427,0.15,32.61769230769231,False
tfr1_l65_s392335_mpnn4,6WRV_positive,30.071827314313232,0.16,41.11492307692308,False
tfr1_l65_s392335_mpnn7,6WRV_positive,30.24397459973516,0.16,30.55153846153846,False
tfr1_l65_s733072_mpnn10,6WRV_positive,30.47941982665223,0.16,69.24461538461537,False
tfr1_l65_s733072_mpnn11,6WRV_positive,30.554393824485373,0.15,67.07030769230771,False
tfr1_l65_s733072_mpnn12,6WRV_positive,30.418651438545798,0.15,63.80938461538461,False
tfr1_l65_s733072_mpnn14,6WRV_positive,30.853097628506077,0.14,47.073692307692305,False
tfr1_l65_s733072_mpnn15,6WRV_positive,30.84395244974119,0.14,40.88923076923077,False
tfr1_l65_s733072_mpnn17,6WRV_positive,29.79560310581438,0.17,52.31323076923077,False
tfr1_l65_s733072_mpnn18,6WRV_positive,29.960677801853862,0.17,56.0223076923077,False
tfr1_l65_s733072_mpnn19,6WRV_positive,30.17103906344047,0.16,60.264153846153846,False
tfr1_l65_s733072_mpnn20,6WRV_positive,30.451432887925844,0.16,65.87476923076923,False
tfr1_l65_s733072_mpnn2,6WRV_positive,30.04080311785241,0.16,49.923692307692306,False
tfr1_l65_s733072_mpnn3,6WRV_positive,30.388830504393884,0.16,65.36938461538462,False
tfr1_l65_s733072_mpnn5,6WRV_positive,29.950092933670394,0.16,36.876615384615384,False
tfr1_l65_s733072_mpnn6,6WRV_positive,30.42288557842783,0.16,68.76138461538461,False
tfr1_l65_s733072_mpnn7,6WRV_positive,30.10847899361984,0.16,27.335692307692305,False
tfr1_l65_s733072_mpnn8,6WRV_positive,30.1747967376911,0.16,61.42938461538462,False
tfr1_l65_s733072_mpnn9,6WRV_positive,30.411410978692672,0.16,68.37753846153846,False
tfr1_l66_s273272_mpnn11,6WRV_positive,30.02156263337601,0.16,48.39712121212121,False
tfr1_l66_s273272_mpnn12,6WRV_positive,29.94460645184236,0.16,44.61060606060606,False
tfr1_l66_s273272_mpnn13,6WRV_positive,30.001200443401146,0.17,52.49075757575757,False
tfr1_l66_s273272_mpnn14,6WRV_positive,29.786816818418927,0.17,56.81484848484848,False
tfr1_l66_s273272_mpnn15,6WRV_positive,29.99148177787263,0.16,50.838484848484846,False
tfr1_l66_s273272_mpnn16,6WRV_positive,29.960507777303558,0.17,48.640303030303016,False
tfr1_l66_s273272_mpnn17,6WRV_positive,30.214499276805604,0.16,37.61742424242425,False
tfr1_l66_s273272_mpnn18,6WRV_positive,30.005653364632238,0.16,45.19106060606061,False
tfr1_l66_s273272_mpnn1,6WRV_positive,30.201781073647265,0.16,40.07121212121213,False
tfr1_l66_s273272_mpnn20,6WRV_positive,30.14045596813203,0.16,30.533939393939395,False
tfr1_l66_s273272_mpnn2,6WRV_positive,30.06869973206241,0.16,41.76651515151515,False
tfr1_l66_s273272_mpnn3,6WRV_positive,29.83155042206099,0.17,47.8789393939394,False
tfr1_l66_s273272_mpnn5,6WRV_positive,29.948729667567704,0.17,51.46651515151515,False
tfr1_l66_s273272_mpnn6,6WRV_positive,30.10402066439039,0.16,41.87227272727273,False
tfr1_l66_s273272_mpnn7,6WRV_positive,30.169975992317543,0.16,54.993484848484854,False
tfr1_l66_s273272_mpnn8,6WRV_positive,29.891576326646764,0.17,48.215,False
tfr1_l66_s273272_mpnn9,6WRV_positive,30.095069414805337,0.16,50.20075757575757,False
tfr1_l66_s564847_mpnn11,6WRV_positive,30.822557203490298,0.15,49.65106060606062,False
tfr1_l66_s564847_mpnn15,6WRV_positive,30.72551595769906,0.15,58.54060606060606,False
tfr1_l66_s564847_mpnn17,6WRV_positive,30.793988891260014,0.15,51.28393939393939,False
tfr1_l66_s564847_mpnn19,6WRV_positive,30.958392255892257,0.14,46.77742424242424,False
tfr1_l66_s564847_mpnn1,6WRV_positive,30.74232678901693,0.15,57.875757575757575,False
tfr1_l66_s564847_mpnn3,6WRV_positive,30.69223407786788,0.15,59.08909090909091,False
tfr1_l66_s564847_mpnn4,6WRV_positive,30.83650531132925,0.15,50.05015151515151,False
tfr1_l66_s564847_mpnn5,6WRV_positive,30.86032484469104,0.14,48.99106060606061,False
tfr1_l66_s564847_mpnn6,6WRV_positive,30.83096943614549,0.15,47.87212121212121,False
tfr1_l66_s564847_mpnn7,6WRV_positive,30.695725861905437,0.15,59.82242424242425,False
tfr1_l66_s564847_mpnn9,6WRV_positive,30.818860553895764,0.15,55.205909090909095,False
tfr1_l66_s606836_mpnn14,6WRV_positive,30.701679174372828,0.15,71.70818181818183,False
tfr1_l66_s606836_mpnn1,6WRV_positive,30.78140507184522,0.15,70.84363636363636,False
tfr1_l66_s606836_mpnn6,6WRV_positive,30.778713247498462,0.15,74.70742424242425,False
tfr1_l67_s461825_mpnn10,6WRV_positive,29.999656004017474,0.16,26.158358208955217,False
tfr1_l67_s461825_mpnn11,6WRV_positive,29.876322028355876,0.17,25.358059701492536,False
tfr1_l67_s461825_mpnn7,6WRV_positive,29.18385052437344,0.18,27.501791044776116,False
tfr1_l67_s461825_mpnn8,6WRV_positive,29.915610620605886,0.17,25.429253731343284,False
tfr1_l67_s877802_mpnn10,6WRV_positive,29.30657014224652,0.18,43.921194029850746,False
tfr1_l67_s877802_mpnn14,6WRV_positive,29.76525389484502,0.17,40.61925373134328,False
tfr1_l67_s877802_mpnn15,6WRV_positive,29.59836714315746,0.17,29.278208955223874,False
tfr1_l67_s877802_mpnn16,6WRV_positive,30.107591560974473,0.16,29.739402985074626,False
tfr1_l67_s877802_mpnn17,6WRV_positive,30.029739740265807,0.16,37.623582089552244,False
tfr1_l67_s877802_mpnn2,6WRV_positive,29.403743664307576,0.18,47.78402985074626,False
tfr1_l67_s877802_mpnn3,6WRV_positive,29.917371767920955,0.16,38.32238805970148,False
tfr1_l67_s877802_mpnn4,6WRV_positive,29.697544320650266,0.17,37.287761194029855,False
tfr1_l67_s877802_mpnn5,6WRV_positive,29.40809111718403,0.18,40.661044776119404,False
tfr1_l67_s877802_mpnn6,6WRV_positive,30.170333835517244,0.16,26.680746268656716,False
tfr1_l67_s877802_mpnn7,6WRV_positive,29.54456707074954,0.18,47.34507462686567,False
tfr1_l67_s877802_mpnn9,6WRV_positive,29.724068332048674,0.17,39.902089552238806,False
tfr1_l67_s963109_mpnn14,6WRV_positive,29.823630731319927,0.17,39.52402985074627,False
tfr1_l67_s963109_mpnn2,6WRV_positive,30.152379242286216,0.17,31.770597014925375,False
tfr1_l67_s963109_mpnn3,6WRV_positive,30.162559035806883,0.17,28.152238805970157,False
tfr1_l67_s963109_mpnn9,6WRV_positive,29.70162222922944,0.17,30.088656716417912,False
tfr1_l68_s169691_mpnn18,6WRV_positive,30.24007657875357,0.16,41.70382352941177,False
tfr1_l69_s127792_mpnn20,6WRV_positive,30.211241579914276,0.16,45.90608695652173,False
tfr1_l69_s271540_mpnn15,6WRV_positive,30.621898346601345,0.15,49.19463768115942,False
tfr1_l69_s271540_mpnn6,6WRV_positive,30.218060148329585,0.16,33.04086956521739,False
tfr1_l69_s32630_mpnn16,6WRV_positive,30.26703658342972,0.17,56.096811594202904,False
tfr1_l69_s32630_mpnn1,6WRV_positive,30.07207797509696,0.17,53.24072463768116,False
tfr1_l69_s32630_mpnn6,6WRV_positive,30.396143090426623,0.16,54.293913043478256,False
tfr1_l69_s32630_mpnn7,6WRV_positive,29.798463461931,0.17,40.247536231884055,False
tfr1_l69_s653028_mpnn10,6WRV_positive,30.11512468530993,0.16,56.17289855072463,False
tfr1_l69_s653028_mpnn11,6WRV_positive,30.242203624322425,0.16,38.34536231884058,False
tfr1_l69_s653028_mpnn13,6WRV_positive,30.13255624730671,0.17,58.453478260869566,False
tfr1_l69_s653028_mpnn16,6WRV_positive,30.01198339797238,0.16,42.34710144927536,False
tfr1_l69_s653028_mpnn18,6WRV_positive,29.925854596176084,0.16,50.27768115942028,False
